NHL_player_ID, player,season,timeOnIce,ot,shutouts,wins,ties,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage
8445694,Richard Brodeur,19871988,668:26,NA,0,3,2,6,298,0,0,0,0,34,15,0.859,4.3983,11,11,347,49,0.0,NA,0.0,
8445694,Richard Brodeur,19871988,339:17,NA,0,4,0,2,126,0,0,0,2,10,3,0.894,2.6526,6,5,141,15,0.0,0.0,0.0,
8445695,Gary Bromley,19731974,598:27,NA,0,3,3,5,240,0,0,0,NA,NA,NA,0.879121,3.3085,12,10,273,33,NA,NA,NA,
8445695,Gary Bromley,19741975,2784:43,NA,4,26,11,11,990,0,0,0,NA,NA,NA,0.873016,3.1026,50,46,1134,144,NA,NA,NA,
8445695,Gary Bromley,19751976,60:00,NA,0,0,0,1,27,0,0,0,NA,NA,NA,0.794118,7.0,1,1,34,7,NA,NA,NA,
8445695,Gary Bromley,19781979,2141:22,NA,2,11,6,19,937,0,0,0,NA,NA,NA,0.873253,3.8107,38,34,1073,136,NA,NA,NA,
8445695,Gary Bromley,19791980,858:23,NA,1,8,4,2,356,0,0,0,NA,NA,NA,0.892231,3.0056,15,15,399,43,NA,NA,NA,
8445695,Gary Bromley,19801981,977:12,NA,0,6,4,6,404,0,0,0,NA,NA,NA,0.866953,3.8068,20,16,466,62,NA,NA,NA,
8445769,Sean Burke,19871988,688:00,NA,1,10,0,1,265,0,0,0,1,22,12,0.883,3.0523,13,12,300,35,0.0,0.0,0.0,
8445769,Sean Burke,19881989,3589:52,NA,3,22,9,31,1586,0,0,0,13,138,79,0.873,3.8442,62,61,1816,230,0.0,0.0,0.0,
8445769,Sean Burke,19891990,2913:38,NA,0,22,6,22,1278,0,0,0,6,126,43,0.88,3.6037,52,49,1453,175,0.0,0.0,0.0,
8445769,Sean Burke,19901991,1869:39,NA,0,8,8,12,763,0,0,0,7,76,29,0.872,3.5943,35,29,875,112,0.0,0.0,0.0,
8445769,Sean Burke,19921993,2655:41,NA,0,16,3,27,1301,0,0,0,4,122,58,0.876,4.1571,50,45,1485,184,0.0,0.0,0.0,
8445769,Sean Burke,19931994,2750:19,NA,2,17,5,24,1321,0,0,0,2,92,43,0.906,2.9887,47,47,1458,137,0.0,0.0,0.0,
8445769,Sean Burke,19941995,2417:47,NA,0,17,4,19,1125,0,0,0,4,74,30,0.912,2.6801,42,40,1233,108,0.0,0.0,0.0,
8445769,Sean Burke,19951996,3668:58,NA,4,28,6,28,1844,0,0,0,6,117,67,0.907,3.1071,66,63,2034,190,0.0,0.0,0.0,
8445769,Sean Burke,19961997,2985:01,NA,4,22,6,22,1426,0,0,0,6,99,29,0.914,2.6935,51,51,1560,134,0.0,0.0,0.0,
8445769,Sean Burke,19971998,1415:14,NA,1,7,5,11,589,104,29,401,31,446,123,0.899,2.7981,25,23,655,66,84.5528455284553,93.54838709677419,89.91031390134529,
8445769,Sean Burke,19971998,837:50,NA,0,2,4,9,347,90,9,232,9,270,101,0.876,3.509,16,13,396,49,89.10891089108911,100.0,85.92592592592592,
8445769,Sean Burke,19971998,631:38,NA,1,7,0,3,284,72,16,196,19,215,77,0.913,2.5648,11,11,311,27,93.5064935064935,84.21052631578947,91.16279069767442,
8445769,Sean Burke,19981999,3401:54,NA,3,21,14,24,1473,239,65,1136,72,1239,280,0.907,2.6632,59,58,1624,151,85.35714285714285,90.27777777777779,91.68684422921712,
8445769,Sean Burke,19992000,418:06,NA,0,2,0,5,190,48,7,135,7,147,54,0.913,2.5831,7,7,208,18,88.88888888888889,100.0,91.83673469387756,
8445769,Sean Burke,19992000,2074:25,NA,3,17,3,14,934,131,38,766,38,838,146,0.914,2.5453,35,34,1022,88,89.72602739726028,100.0,91.40811455847255,
8445769,Sean Burke,20002001,3643:48,NA,4,25,13,22,1629,320,65,1227,69,1319,362,0.922,2.2724,62,60,1767,138,88.39779005524862,94.20289855072464,93.02501895375285,
8445769,Sean Burke,20012002,3586:46,NA,5,33,6,21,1574,284,75,1215,80,1307,324,0.92,2.2918,60,59,1711,137,87.65432098765432,93.75,92.96097934200459,
8445769,Sean Burke,20022003,1248:28,NA,2,12,2,6,588,122,19,447,20,469,143,0.93,2.1146,22,22,632,44,85.3146853146853,95.0,95.3091684434968,
8445769,Sean Burke,20032004,1795:29,NA,1,10,5,15,829,173,33,624,35,676,202,0.908,2.807,32,29,913,84,85.64356435643565,94.28571428571428,92.3076923076923,
8445769,Sean Burke,20032004,824:48,NA,1,6,2,5,354,64,8,282,8,305,76,0.91,2.5461,15,13,389,35,84.21052631578947,100.0,92.45901639344262,
8445769,Sean Burke,20052006,1713:06,4,2,14,NA,10,684,142,25,517,28,570,166,0.895,2.8019,35,27,764,80,85.54216867469879,89.28571428571429,90.70175438596492,
8445769,Sean Burke,20062007,1309:42,5,1,6,NA,10,619,119,17,483,17,529,141,0.901,3.1152,23,23,687,68,84.39716312056737,100.0,91.30434782608695,
8445919,Frank Caprice,19821983,18:55,NA,0,0,0,0,5,0,0,0,NA,NA,NA,0.625,9.5154,1,0,8,3,NA,NA,NA,
8445919,Frank Caprice,19831984,1094:09,NA,1,8,2,8,464,0,0,0,NA,NA,NA,0.882129,3.3999,19,18,526,62,NA,NA,NA,
8445919,Frank Caprice,19841985,1513:18,NA,0,8,3,14,693,0,0,0,NA,NA,NA,0.850307,4.8371,28,24,815,122,NA,NA,NA,
8445919,Frank Caprice,19851986,307:30,NA,0,0,2,3,127,0,0,0,NA,NA,NA,0.819355,5.4634,7,4,155,28,NA,NA,NA,
8445919,Frank Caprice,19861987,1386:09,NA,0,8,2,11,552,0,0,0,NA,NA,NA,0.8625,3.8091,25,23,640,88,NA,NA,NA,
8445919,Frank Caprice,19871988,1246:13,NA,0,7,2,10,539,0,0,0,1,64,22,0.861,4.1887,22,20,626,87,0.0,0.0,0.0,
8445966,Jacques Caron,19671968,60:00,NA,0,0,0,1,33,0,0,0,NA,NA,NA,0.891892,4.0,1,1,37,4,NA,NA,NA,
8445966,Jacques Caron,19681969,140:00,NA,0,0,0,2,59,0,0,0,NA,NA,NA,0.867647,3.8571,3,1,68,9,NA,NA,NA,
8445966,Jacques Caron,19711972,1616:22,NA,1,14,5,8,715,0,0,0,NA,NA,NA,0.91199,2.5613,28,27,784,69,NA,NA,NA,
8445966,Jacques Caron,19721973,1558:24,NA,1,8,5,14,717,0,0,0,NA,NA,NA,0.886279,3.5421,30,27,809,92,NA,NA,NA,
8445966,Jacques Caron,19731974,465:10,NA,0,2,1,5,188,0,0,0,NA,NA,NA,0.831858,4.9015,10,6,226,38,NA,NA,NA,
8446011,Jon Casey,19831984,83:36,NA,0,1,0,0,53,0,0,0,NA,NA,NA,0.898305,4.3062,2,1,59,6,NA,NA,NA,
8446011,Jon Casey,19851986,1396:41,NA,0,11,1,11,696,0,0,0,NA,NA,NA,0.884371,3.9093,26,24,787,91,NA,NA,NA,
8446011,Jon Casey,19871988,661:16,NA,0,1,4,7,306,0,0,0,1,29,11,0.882,3.7201,14,11,347,41,0.0,0.0,0.0,
8446011,Jon Casey,19881989,2960:36,NA,1,18,12,17,1355,0,0,0,3,110,38,0.9,3.0602,55,50,1506,151,0.0,0.0,0.0,
8446011,Jon Casey,19891990,3407:14,NA,3,31,4,22,1569,0,0,0,13,125,45,0.896,3.2226,61,60,1752,183,0.0,0.0,0.0,
8446011,Jon Casey,19901991,3184:59,NA,3,21,11,20,1292,0,0,0,5,103,50,0.891,2.9765,55,53,1450,158,0.0,0.0,0.0,
8446011,Jon Casey,19911992,2910:48,NA,2,19,5,23,1236,0,0,0,12,106,47,0.882,3.4011,52,49,1401,165,0.0,0.0,0.0,
8446011,Jon Casey,19921993,3476:04,NA,3,26,5,26,1490,0,0,0,11,129,52,0.885,3.3314,60,58,1683,193,0.0,0.0,0.0,
8446011,Jon Casey,19931994,3191:47,NA,4,30,9,15,1136,0,0,0,7,110,36,0.881,2.8761,57,56,1289,153,0.0,0.0,0.0,
8446011,Jon Casey,19941995,871:45,NA,0,7,4,5,360,0,0,0,0,26,14,0.9,2.7531,19,10,400,40,0.0,NA,0.0,
8446011,Jon Casey,19951996,395:05,NA,0,2,0,3,155,0,0,0,1,17,7,0.861,3.7967,9,3,180,25,0.0,0.0,0.0,
8446011,Jon Casey,19961997,706:52,NA,0,3,0,8,259,0,0,0,0,33,7,0.866,3.3953,15,9,299,40,0.0,NA,0.0,
8446052,Alain Chevrier,19851986,1857:22,NA,0,11,2,18,808,0,0,0,NA,NA,NA,0.849632,4.6194,37,32,951,143,NA,NA,NA,
8446052,Alain Chevrier,19861987,3149:15,NA,0,24,2,26,1563,0,0,0,NA,NA,NA,0.873184,4.3248,58,54,1790,227,NA,NA,NA,
8446052,Alain Chevrier,19871988,2350:59,NA,1,18,3,19,965,0,0,0,7,88,53,0.867,3.7771,45,38,1113,148,0.0,0.0,0.0,
8446052,Alain Chevrier,19881989,1092:01,NA,1,8,2,8,474,0,0,0,5,57,16,0.859,4.2856,22,18,552,78,0.0,0.0,0.0,
8446052,Alain Chevrier,19881989,1573:29,NA,0,13,2,11,646,0,0,0,5,51,36,0.875,3.5081,27,27,738,92,0.0,0.0,0.0,
8446052,Alain Chevrier,19891990,1893:32,NA,0,16,3,14,765,0,0,0,3,88,41,0.853,4.1827,39,35,897,132,0.0,0.0,0.0,
8446052,Alain Chevrier,19891990,166:06,NA,0,1,0,2,75,0,0,0,1,7,6,0.843,5.0572,3,3,89,14,0.0,0.0,0.0,
8446052,Alain Chevrier,19901991,107:34,NA,0,0,0,2,44,0,0,0,0,8,3,0.8,6.1357,3,2,55,11,0.0,NA,0.0,
8446076,Jiri Crha,19791980,829:32,NA,0,8,0,7,496,0,0,0,NA,NA,NA,0.908425,3.6165,15,13,546,50,NA,NA,NA,
8446076,Jiri Crha,19801981,3104:30,NA,0,20,11,20,1473,0,0,0,NA,NA,NA,0.874703,4.078,54,51,1684,211,NA,NA,NA,
8446082,Tim Cheveldae,19881989,121:45,NA,0,0,0,2,65,0,0,0,0,7,2,0.878,4.4353,2,2,74,9,0.0,NA,0.0,
8446082,Tim Cheveldae,19891990,1599:40,NA,0,10,8,9,752,0,0,0,4,73,23,0.882,3.7883,28,27,853,101,0.0,0.0,0.0,
8446082,Tim Cheveldae,19901991,3615:12,NA,2,30,5,26,1502,0,0,0,3,146,65,0.875,3.5517,65,60,1716,214,0.0,0.0,0.0,
8446082,Tim Cheveldae,19911992,4235:44,NA,2,38,9,23,1752,0,0,0,7,147,72,0.886,3.2013,72,71,1978,226,0.0,0.0,0.0,
8446082,Tim Cheveldae,19921993,3879:47,NA,4,34,7,24,1687,0,0,0,5,143,62,0.889,3.2476,67,67,1897,210,0.0,0.0,0.0,
8446082,Tim Cheveldae,19931994,1572:22,NA,1,16,1,9,636,0,0,0,4,61,26,0.875,3.4725,30,27,727,91,0.0,0.0,0.0,
8446082,Tim Cheveldae,19931994,787:46,NA,1,5,1,8,433,0,0,0,3,36,12,0.893,3.9606,14,14,485,52,0.0,0.0,0.0,
8446082,Tim Cheveldae,19941995,1571:20,NA,0,8,3,16,721,0,0,0,5,69,23,0.881,3.7039,30,26,818,97,0.0,0.0,0.0,
8446082,Tim Cheveldae,19951996,1694:33,NA,0,8,3,18,837,0,0,0,2,77,32,0.883,3.9302,30,26,948,111,0.0,0.0,0.0,
8446082,Tim Cheveldae,19961997,93:09,NA,0,0,0,1,28,0,0,0,0,3,2,0.848,3.2206,2,1,33,5,0.0,NA,0.0,
8446087,Chris Clifford,19841985,20:00,NA,0,0,0,0,8,0,0,0,NA,NA,NA,1.0,0.0,1,0,8,0,NA,NA,NA,
8446087,Chris Clifford,19881989,04:10,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0.0,1,0,0,0,NA,NA,NA,
8446089,Jacques Cloutier,19811982,310:00,NA,0,5,0,1,142,0,0,0,NA,NA,NA,0.916129,2.5161,7,5,155,13,NA,NA,NA,
8446089,Jacques Cloutier,19821983,1387:13,NA,0,10,6,7,491,0,0,0,NA,NA,NA,0.858392,3.5034,25,24,572,81,NA,NA,NA,
8446089,Jacques Cloutier,19841985,65:00,NA,0,0,1,0,33,0,0,0,NA,NA,NA,0.891892,3.6923,1,1,37,4,NA,NA,NA,
8446089,Jacques Cloutier,19851986,867:09,NA,1,5,1,9,377,0,0,0,NA,NA,NA,0.887059,3.3212,15,15,425,48,NA,NA,NA,
8446089,Jacques Cloutier,19861987,2156:24,NA,0,11,5,19,901,0,0,0,NA,NA,NA,0.868852,3.7841,40,33,1037,136,NA,NA,NA,
8446089,Jacques Cloutier,19871988,847:11,NA,0,4,2,8,380,0,0,0,1,47,19,0.85,4.7451,20,13,447,67,0.0,0.0,0.0,
8446089,Jacques Cloutier,19881989,1785:59,NA,0,15,0,14,748,0,0,0,2,79,27,0.874,3.6283,36,28,856,108,0.0,0.0,0.0,
8446089,Jacques Cloutier,19891990,2178:16,NA,2,18,2,15,817,0,0,0,4,87,21,0.879,3.085,43,33,929,112,0.0,0.0,0.0,
8446089,Jacques Cloutier,19901991,402:45,NA,0,2,0,3,151,0,0,0,1,18,4,0.863,3.5754,10,5,175,24,0.0,0.0,0.0,
8446089,Jacques Cloutier,19901991,829:08,NA,0,3,2,8,465,0,0,0,0,41,19,0.884,4.4142,15,15,526,61,0.0,NA,0.0,
8446089,Jacques Cloutier,19911992,1345:00,NA,0,6,3,14,624,0,0,0,3,64,21,0.876,3.9256,26,19,712,88,0.0,0.0,0.0,
8446089,Jacques Cloutier,19921993,154:23,NA,0,0,1,2,55,0,0,0,1,7,2,0.846,3.8864,3,2,65,10,0.0,0.0,0.0,
8446089,Jacques Cloutier,19931994,475:18,NA,0,3,1,2,208,0,0,0,3,12,9,0.897,3.0297,14,4,232,24,0.0,0.0,0.0,
8446134,Frederic Chabot,19901991,108:26,NA,0,0,1,0,39,0,0,0,0,4,2,0.867,3.32,3,1,45,6,0.0,NA,0.0,
8446134,Frederic Chabot,19921993,40:00,NA,0,0,0,0,18,0,0,0,0,1,0,0.947,1.5,1,1,19,1,NA,NA,0.0,
8446134,Frederic Chabot,19931994,60:00,NA,0,0,0,1,19,0,0,0,0,2,3,0.792,5.0,1,1,24,5,0.0,NA,0.0,
8446134,Frederic Chabot,19931994,70:23,NA,0,0,1,1,35,0,0,0,0,5,0,0.875,4.2624,4,0,40,5,NA,NA,0.0,
8446134,Frederic Chabot,19971998,553:44,NA,0,3,2,3,238,43,11,193,11,215,50,0.891,3.1423,12,9,267,29,86.0,100.0,89.76744186046511,
8446134,Frederic Chabot,19981999,429:56,NA,0,1,0,3,172,20,4,145,4,160,21,0.915,2.2329,11,4,188,16,95.23809523809523,100.0,90.625,
8446166,Jim Corsi,19791980,1359:31,NA,0,8,3,14,576,0,0,0,NA,NA,NA,0.874052,3.6631,26,20,659,83,NA,NA,NA,
8446212,Jim Craig,19791980,205:33,NA,0,1,1,2,69,0,0,0,NA,NA,NA,0.841463,3.7947,4,4,82,13,NA,NA,NA,
8446212,Jim Craig,19801981,1270:27,NA,0,9,6,7,484,0,0,0,NA,NA,NA,0.86121,3.6837,23,21,562,78,NA,NA,NA,
8446212,Jim Craig,19831984,109:49,NA,0,1,0,1,47,0,0,0,NA,NA,NA,0.839286,4.9173,3,2,56,9,NA,NA,NA,
8446280,Donald Cutts,19791980,268:36,NA,0,1,1,2,126,0,0,0,NA,NA,NA,0.887324,3.5741,6,6,142,16,NA,NA,NA,
8446290,Joe Daley,19681969,1611:59,NA,2,10,3,13,870,0,0,0,NA,NA,NA,0.910042,3.201,29,27,956,86,NA,NA,NA,
8446290,Joe Daley,19691970,526:34,NA,0,1,3,5,232,0,0,0,NA,NA,NA,0.899225,2.9626,9,8,258,26,NA,NA,NA,
8446290,Joe Daley,19701971,2068:45,NA,1,12,8,16,1103,0,0,0,NA,NA,NA,0.895292,3.7414,38,30,1232,129,NA,NA,NA,
8446290,Joe Daley,19711972,1618:00,NA,0,11,5,10,709,0,0,0,NA,NA,NA,0.892947,3.152,29,28,794,85,NA,NA,NA,
8446294,Doug Dadswell,19861987,124:42,NA,0,0,1,1,62,0,0,0,NA,NA,NA,0.861111,4.8115,2,2,72,10,NA,NA,NA,
8446294,Doug Dadswell,19871988,1218:26,NA,0,8,2,7,539,0,0,0,3,59,27,0.858,4.3827,25,18,628,89,0.0,0.0,0.0,
8446306,Marc D'amour,19851986,559:22,NA,0,2,2,4,278,0,0,0,NA,NA,NA,0.896774,3.4325,15,8,310,32,NA,NA,NA,
8446306,Marc D'amour,19881989,19:19,NA,0,0,0,0,13,0,0,0,0,0,0,1.0,0.0,1,0,13,0,NA,NA,NA,
8446316,Cleon Daskalakis,19841985,289:39,NA,0,1,1,2,117,0,0,0,NA,NA,NA,0.829787,4.9715,8,4,141,24,NA,NA,NA,
8446316,Cleon Daskalakis,19851986,119:34,NA,0,0,0,2,53,0,0,0,NA,NA,NA,0.84127,5.0181,2,2,63,10,NA,NA,NA,
8446316,Cleon Daskalakis,19861987,96:51,NA,0,2,0,0,44,0,0,0,NA,NA,NA,0.862745,4.3366,2,1,51,7,NA,NA,NA,
8446323,John Davidson,19731974,2297:15,NA,0,13,7,19,1091,0,0,0,NA,NA,NA,0.902399,3.0819,39,38,1209,118,NA,NA,NA,
8446323,John Davidson,19741975,2357:47,NA,0,17,7,15,1127,0,0,0,NA,NA,NA,0.886703,3.6645,40,39,1271,144,NA,NA,NA,
8446323,John Davidson,19751976,3200:06,NA,3,22,5,28,1545,0,0,0,NA,NA,NA,0.87934,3.9749,56,54,1757,212,NA,NA,NA,
8446323,John Davidson,19761977,2115:15,NA,1,14,6,14,1069,0,0,0,NA,NA,NA,0.89531,3.5457,39,36,1194,125,NA,NA,NA,
8446323,John Davidson,19771978,1846:11,NA,1,14,4,13,870,0,0,0,NA,NA,NA,0.89876,3.1849,34,33,968,98,NA,NA,NA,
8446323,John Davidson,19781979,2226:54,NA,0,20,5,12,900,0,0,0,NA,NA,NA,0.872939,3.5296,39,38,1031,131,NA,NA,NA,
8446323,John Davidson,19791980,2298:42,NA,2,20,4,15,939,0,0,0,NA,NA,NA,0.885014,3.1844,41,39,1061,122,NA,NA,NA,
8446323,John Davidson,19801981,557:21,NA,0,1,1,7,237,0,0,0,NA,NA,NA,0.831579,5.1673,10,9,285,48,NA,NA,NA,
8446323,John Davidson,19811982,60:00,NA,0,1,0,0,28,0,0,0,NA,NA,NA,0.965517,1.0,1,1,29,1,NA,NA,NA,
8446323,John Davidson,19821983,120:00,NA,0,1,0,1,50,0,0,0,NA,NA,NA,0.909091,2.5,2,2,55,5,NA,NA,NA,
8446368,Matt Delguidice,19901991,09:57,NA,0,0,0,0,7,0,0,0,0,0,0,1.0,0.0,1,0,7,0,NA,NA,NA,
8446368,Matt Delguidice,19911992,424:29,NA,0,2,1,5,211,0,0,0,0,21,7,0.883,3.9578,10,9,239,28,0.0,NA,0.0,
8446429,Michel Dion,19791980,2765:09,NA,2,15,6,25,1349,0,0,0,NA,NA,NA,0.8875,3.7105,50,49,1520,171,NA,NA,NA,
8446429,Michel Dion,19801981,686:02,NA,0,0,3,8,290,0,0,0,NA,NA,NA,0.826211,5.335,12,12,351,61,NA,NA,NA,
8446429,Michel Dion,19801981,755:40,NA,0,3,3,6,386,0,0,0,NA,NA,NA,0.863535,4.8434,14,13,447,61,NA,NA,NA,
8446429,Michel Dion,19811982,3571:39,NA,0,25,12,24,1627,0,0,0,NA,NA,NA,0.878036,3.7966,62,62,1853,226,NA,NA,NA,
8446429,Michel Dion,19821983,2780:17,NA,0,12,4,30,1305,0,0,0,NA,NA,NA,0.868263,4.2729,49,47,1503,198,NA,NA,NA,
8446429,Michel Dion,19831984,1550:36,NA,0,2,4,19,795,0,0,0,NA,NA,NA,0.85209,5.3399,30,25,933,138,NA,NA,NA,
8446429,Michel Dion,19841985,549:56,NA,0,3,0,6,272,0,0,0,NA,NA,NA,0.863492,4.6915,10,8,315,43,NA,NA,NA,
8446473,Bruce Dowie,19831984,71:58,NA,0,0,0,1,39,0,0,0,NA,NA,NA,0.906977,3.3349,2,1,43,4,NA,NA,NA,
8446480,Tom Draper,19881989,120:00,NA,0,1,0,1,54,0,0,0,0,10,2,0.818,6.0,2,2,66,12,0.0,NA,0.0,
8446480,Tom Draper,19891990,359:08,NA,0,2,0,4,126,0,0,0,0,23,3,0.829,4.3438,6,6,152,26,0.0,NA,0.0,
8446480,Tom Draper,19911992,1402:46,NA,1,10,5,9,637,0,0,0,2,51,21,0.895,3.2079,26,22,712,75,0.0,0.0,0.0,
8446480,Tom Draper,19921993,663:58,NA,0,5,0,6,303,0,0,0,3,31,7,0.881,3.705,11,11,344,41,0.0,0.0,0.0,
8446480,Tom Draper,19931994,227:03,NA,0,1,0,3,102,0,0,0,0,12,4,0.864,4.2281,7,5,118,16,0.0,NA,0.0,
8446480,Tom Draper,19951996,33:31,NA,0,0,0,0,11,0,0,0,0,1,2,0.786,5.3705,1,0,14,3,0.0,NA,0.0,
8446488,Dave Dryden,19611962,39:33,NA,0,0,0,1,23,0,0,0,NA,NA,NA,0.884615,4.5512,1,0,26,3,NA,NA,NA,
8446488,Dave Dryden,19651966,453:46,NA,0,3,0,3,205,0,0,0,NA,NA,NA,0.899123,3.0412,11,7,228,23,NA,NA,NA,
8446488,Dave Dryden,19671968,1265:56,NA,1,9,2,9,619,0,0,0,NA,NA,NA,0.899709,3.2703,27,21,688,69,NA,NA,NA,
8446488,Dave Dryden,19681969,1474:30,NA,3,12,2,11,755,0,0,0,NA,NA,NA,0.905276,3.2146,30,25,834,79,NA,NA,NA,
8446488,Dave Dryden,19701971,408:08,NA,1,3,0,3,205,0,0,0,NA,NA,NA,0.903084,3.2342,10,6,227,22,NA,NA,NA,
8446488,Dave Dryden,19711972,1025:18,NA,0,3,5,9,526,0,0,0,NA,NA,NA,0.885522,3.9793,20,17,594,68,NA,NA,NA,
8446488,Dave Dryden,19721973,2014:49,NA,3,14,7,13,877,0,0,0,NA,NA,NA,0.907867,2.6504,37,31,966,89,NA,NA,NA,
8446488,Dave Dryden,19731974,2976:58,NA,1,23,8,20,1242,0,0,0,NA,NA,NA,0.893525,2.9829,53,51,1390,148,NA,NA,NA,
8446488,Dave Dryden,19791980,740:42,NA,0,2,3,7,298,0,0,0,NA,NA,NA,0.849003,4.2932,14,12,351,53,NA,NA,NA,
8446490,Ken Dryden,19701971,326:53,NA,0,6,0,0,202,0,0,0,NA,NA,NA,0.957346,1.652,6,5,211,9,NA,NA,NA,
8446490,Ken Dryden,19711972,3797:48,NA,8,39,15,8,1888,0,0,0,NA,NA,NA,0.930049,2.2434,64,64,2030,142,NA,NA,NA,
8446490,Ken Dryden,19721973,3160:43,NA,6,33,13,7,1498,0,0,0,NA,NA,NA,0.926407,2.259,54,53,1617,119,NA,NA,NA,
8446490,Ken Dryden,19741975,3315:10,NA,4,30,16,9,1441,0,0,0,NA,NA,NA,0.906289,2.6967,56,55,1590,149,NA,NA,NA,
8446490,Ken Dryden,19751976,3573:11,NA,8,42,8,10,1529,0,0,0,NA,NA,NA,0.926667,2.0318,62,60,1650,121,NA,NA,NA,
8446490,Ken Dryden,19761977,3274:33,NA,10,41,8,6,1340,0,0,0,NA,NA,NA,0.919698,2.1438,56,55,1457,117,NA,NA,NA,
8446490,Ken Dryden,19771978,3068:33,NA,5,37,7,7,1233,0,0,0,NA,NA,NA,0.921525,2.0531,52,50,1338,105,NA,NA,NA,
8446490,Ken Dryden,19781979,2812:03,NA,5,30,7,10,1082,0,0,0,NA,NA,NA,0.909244,2.3044,47,47,1190,108,NA,NA,NA,
8446536,Robert Dupuis,19791980,59:17,NA,0,0,0,1,31,0,0,0,NA,NA,NA,0.885714,4.0484,1,1,35,4,NA,NA,NA,
8446597,Don Edwards,19761977,1476:09,NA,2,16,2,7,554,0,0,0,NA,NA,NA,0.899351,2.5201,25,25,616,62,NA,NA,NA,
8446597,Don Edwards,19771978,4205:45,NA,5,38,17,16,1785,0,0,0,NA,NA,NA,0.906091,2.6392,72,71,1970,185,NA,NA,NA,
8446597,Don Edwards,19781979,3157:38,NA,2,26,9,18,1410,0,0,0,NA,NA,NA,0.898662,3.0212,54,54,1569,159,NA,NA,NA,
8446597,Don Edwards,19791980,2914:34,NA,2,27,12,9,1042,0,0,0,NA,NA,NA,0.892888,2.5733,49,49,1167,125,NA,NA,NA,
8446597,Don Edwards,19801981,2695:41,NA,3,23,12,10,1170,0,0,0,NA,NA,NA,0.897928,2.9603,45,45,1303,133,NA,NA,NA,
8446597,Don Edwards,19811982,3492:20,NA,0,26,9,23,1535,0,0,0,NA,NA,NA,0.882184,3.522,62,59,1740,205,NA,NA,NA,
8446597,Don Edwards,19821983,2208:15,NA,1,16,6,15,1106,0,0,0,NA,NA,NA,0.881978,4.0213,39,39,1254,148,NA,NA,NA,
8446597,Don Edwards,19831984,2300:02,NA,0,13,5,19,1057,0,0,0,NA,NA,NA,0.870675,4.0956,41,36,1214,157,NA,NA,NA,
8446597,Don Edwards,19841985,1687:48,NA,1,11,2,15,742,0,0,0,NA,NA,NA,0.865811,4.0882,34,29,857,115,NA,NA,NA,
8446597,Don Edwards,19851986,2003:44,NA,0,12,0,23,979,0,0,0,NA,NA,NA,0.860281,4.7611,38,32,1138,159,NA,NA,NA,
8446602,Gary Edwards,19681969,03:49,NA,0,0,0,0,2,0,0,0,NA,NA,NA,1.0,0.0,1,0,2,0,NA,NA,NA,
8446602,Gary Edwards,19691970,60:00,NA,0,0,0,1,27,0,0,0,NA,NA,NA,0.870968,4.0,1,1,31,4,NA,NA,NA,
8446602,Gary Edwards,19711972,2502:19,NA,2,13,5,23,1315,0,0,0,NA,NA,NA,0.897611,3.5967,44,41,1465,150,NA,NA,NA,
8446602,Gary Edwards,19721973,1559:12,NA,1,9,1,16,672,0,0,0,NA,NA,NA,0.877285,3.6172,27,27,766,94,NA,NA,NA,
8446602,Gary Edwards,19731974,928:28,NA,1,5,2,7,404,0,0,0,NA,NA,NA,0.889868,3.2311,18,15,454,50,NA,NA,NA,
8446602,Gary Edwards,19741975,1560:32,NA,3,15,8,3,663,0,0,0,NA,NA,NA,0.915746,2.3453,27,26,724,61,NA,NA,NA,
8446602,Gary Edwards,19751976,1736:31,NA,0,12,4,13,723,0,0,0,NA,NA,NA,0.875303,3.5588,29,29,826,103,NA,NA,NA,
8446602,Gary Edwards,19761977,497:48,NA,0,0,2,6,225,0,0,0,NA,NA,NA,0.852273,4.7007,10,8,264,39,NA,NA,NA,
8446602,Gary Edwards,19761977,998:36,NA,2,4,3,10,481,0,0,0,NA,NA,NA,0.876138,4.0857,17,16,549,68,NA,NA,NA,
8446602,Gary Edwards,19771978,1697:04,NA,0,6,5,18,767,0,0,0,NA,NA,NA,0.856983,4.5255,30,29,895,128,NA,NA,NA,
8446602,Gary Edwards,19781979,1333:05,NA,0,6,5,11,542,0,0,0,NA,NA,NA,0.8672,3.7357,25,24,625,83,NA,NA,NA,
8446602,Gary Edwards,19791980,1535:52,NA,0,9,10,7,586,0,0,0,NA,NA,NA,0.877246,3.2034,26,25,668,82,NA,NA,NA,
8446602,Gary Edwards,19801981,727:56,NA,0,5,4,3,283,0,0,0,NA,NA,NA,0.865443,3.6267,15,12,327,44,NA,NA,NA,
8446602,Gary Edwards,19811982,479:41,NA,0,1,1,5,204,0,0,0,NA,NA,NA,0.819277,5.6287,10,7,249,45,NA,NA,NA,
8446602,Gary Edwards,19811982,359:07,NA,1,3,1,2,171,0,0,0,NA,NA,NA,0.88601,3.6757,6,6,193,22,NA,NA,NA,
